name;chrom;strand;txStart;txEnd;exonCount;name2;Length;Name3
NM_001134194;chr3;+;132036210;132087146;11;ACPP;50936;ACPP
NM_033068;chr19;+;51293671;51298481;11;ACPT;4810;ACPT
NM_001097;chr22;+;51176651;51183727;5;ACR;7076;ACR
NM_032489;chr12;-;6747241;6756580;10;ACRBP;9339;ACRBP
NM_052957;chrX;+;70797873;70833433;13;ACRC;35560;ACRC
NM_001612;chr11;-;125542228;125550793;4;ACRV1;8565;ACRV1
NM_001199377;chr15;-;78463186;78527049;14;ACSBG1;63863;ACSBG1
NM_030924;chr19;+;6135643;6193114;15;ACSBG2;57471;ACSBG2
NM_025149;chr17;+;48503518;48552206;16;ACSF2;48688;ACSF2
NM_174917;chr16;+;89160216;89222254;11;ACSF3;62038;ACSF3
NM_001995;chr4;-;185676748;185747268;21;ACSL1;70520;ACSL1
NM_203372;chr2;+;223725731;223808119;16;ACSL3;82388;ACSL3
NM_022977;chrX;-;108884563;108976621;17;ACSL4;92058;ACSL4
NM_203379;chr10;+;114133915;114188138;21;ACSL5;54223;ACSL5
NM_001205250;chr5;-;131285666;131347761;21;ACSL6;62095;ACSL6
NM_052956;chr16;-;20634558;20702578;13;ACSM1;68020;ACSM1
NM_001010845;chr16;+;20462858;20498991;15;ACSM2A;36133;ACSM2A
NM_182617;chr16;-;20548082;20587695;15;ACSM2B;39613;ACSM2B
NM_005622;chr16;+;20775311;20808479;14;ACSM3;33168;ACSM3
NM_001080454;chr12;+;7456927;7480969;13;ACSM4;24042;ACSM4
NM_017888;chr16;+;20420855;20452281;14;ACSM5;31426;ACSM5
NM_001252677;chr20;-;24986865;25038818;12;ACSS1;51953;ACSS1
NM_001242393;chr20;+;33462765;33515769;18;ACSS2;53004;ACSS2
NM_024560;chr12;+;81471808;81649582;16;ACSS3;177774;ACSS3
NM_001100;chr1;-;229566992;229569843;7;ACTA1;2851;ACTA1
NM_001141945;chr10;-;90694830;90751147;9;ACTA2;56317;ACTA2
NM_001101;chr7;-;5566778;5570232;6;ACTB;3454;ACTB
NM_001017992;chr5;-;56775842;56778636;1;ACTBL2;2794;ACTBL2
NM_005159;chr15;-;35080296;35087927;7;ACTC1;7631;ACTC1
NR_037688;chr17;-;79476996;79479892;7;ACTG1;2896;ACTG1
NR_024438;chr1;+;104112025;104114008;1;ACTG1P4;1983;ACTG1P4
NM_001199893;chr2;+;74120092;74146780;8;ACTG2;26688;ACTG2
NM_001024675;chr20;+;32254303;32256331;1;ACTL10;2028;ACTL10
NM_178042;chr3;+;179280707;179306193;14;ACTL6A;25486;ACTL6A
NM_016188;chr7;-;100240725;100254084;14;ACTL6B;13359;ACTL6B
NM_006687;chr9;+;111624507;111626035;1;ACTL7A;1528;ACTL7A
NM_006686;chr9;-;111616868;111618275;1;ACTL7B;1407;ACTL7B
NM_030812;chr1;+;18081807;18153558;3;ACTL8;71751;ACTL8
NM_178525;chr19;-;8807746;8809180;1;ACTL9;1434;ACTL9
NM_001102;chr14;-;69340839;69446083;21;ACTN1;105244;ACTN1
NR_073422;chr14;+;69446398;69454180;4;ACTN1-AS1;7782;ACTN1-AS1
NM_001278344;chr1;+;236849753;236927927;23;ACTN2;78174;ACTN2
NM_001258371;chr11;+;66313865;66330800;21;ACTN3;16935;ACTN3
NM_004924;chr19;+;39138266;39221171;21;ACTN4;82905;ACTN4
NM_018477;chr14;+;58666832;58702353;13;ACTR10;35521;ACTR10
NM_005736;chr10;-;104238985;104262512;11;ACTR1A;23527;ACTR1A
NM_005735;chr2;-;98272401;98280561;11;ACTR1B;8160;ACTR1B
NM_001005386;chr2;+;65454828;65498390;10;ACTR2;43562;ACTR2
NM_005721;chr2;+;114647510;114719129;12;ACTR3;71619;ACTR3
NM_001040135;chr7;+;152456833;152552464;10;ACTR3B;95631;ACTR3B
NR_027714;chr2;+;92129158;92130496;1;ACTR3BP2;1338;ACTR3BP2
NR_045000;chr10;+;38989726;38991371;1;ACTR3BP5;1645;ACTR3BP5
NM_001164458;chr7;-;149944300;150020758;8;ACTR3C;76458;ACTR3C
NM_024855;chr20;+;37377096;37401089;9;ACTR5;23993;ACTR5
NM_022496;chr12;+;100593864;100618202;11;ACTR6;24338;ACTR6
NM_022899;chr3;-;53901093;53916229;13;ACTR8;15136;ACTR8
NM_138289;chrX;-;127184940;127186382;1;ACTRT1;1442;ACTRT1
NM_080431;chr1;+;2938045;2939467;1;ACTRT2;1422;ACTRT2
NM_032487;chr3;-;169484710;169487683;2;ACTRT3;2973;ACTRT3
NM_001111067;chr2;-;158592957;158732374;11;ACVR1;139417;ACVR1
NM_020328;chr12;+;52345450;52390863;10;ACVR1B;45413;ACVR1B
NM_001111032;chr2;-;158383278;158485399;8;ACVR1C;102121;ACVR1C
NM_001278580;chr2;+;148602085;148688396;11;ACVR2A;86311;ACVR2A
NM_001106;chr3;+;38495789;38534633;11;ACVR2B;38844;ACVR2B
NR_028389;chr3;-;38492517;38496311;2;ACVR2B-AS1;3794;ACVR2B-AS1
NM_000020;chr12;+;52301201;52317145;10;ACVRL1;15944;ACVRL1
NM_001198898;chr3;+;52017299;52023218;14;ACY1;5919;ACY1
NM_080658;chr11;-;67410025;67418130;8;ACY3;8105;ACY3
NM_203488;chr14;-;75519927;75530736;4;ACYP1;10809;ACYP1
NM_138448;chr2;+;54342409;54532435;4;ACYP2;190026;ACYP2
NR_038396;chr19;-;36031639;36036931;4;AD000090.2;5292;AD000090.2
NM_000022;chr20;-;43248162;43280376;12;ADA;32214;ADA
NM_139243;chr4;+;123300120;123350947;13;ADAD1;50827;ADAD1
NM_001145400;chr16;+;84224722;84230772;10;ADAD2;6050;ADAD2
NM_001159280;chr15;+;43622553;43646753;12;ADAL;24200;ADAL
NM_001110;chr15;-;58887402;59042177;16;ADAM10;154775;ADAM10
NM_002390;chr17;+;42836567;42859214;27;ADAM11;22647;ADAM11
NM_003474;chr10;-;127700953;128077127;23;ADAM12;376174;ADAM12
NM_001261465;chr1;+;155023747;155035252;21;ADAM15;11505;ADAM15
NM_003183;chr2;-;9629410;9695917;19;ADAM17;66507;ADAM17
NM_014237;chr8;+;39442086;39587583;20;ADAM18;145497;ADAM18
NM_033274;chr5;-;156904311;157002831;23;ADAM19;98520;ADAM19
NR_036636;chr12;+;112336866;112339706;1;ADAM1A;2840;ADAM1A
NM_001464;chr8;-;39601254;39695808;21;ADAM2;94554;ADAM2
NM_003814;chr14;-;70989077;71001732;2;ADAM20;12655;ADAM20
NR_037933;chr14;-;70935595;70950473;2;ADAM20P1;14878;ADAM20P1
NM_003813;chr14;+;70918873;70926622;2;ADAM21;7749;ADAM21
NR_003951;chr14;-;70712469;70714518;1;ADAM21P1;2049;ADAM21P1
NM_021722;chr7;+;87563565;87832204;31;ADAM22;268639;ADAM22
NM_003812;chr2;+;207308367;207485854;26;ADAM23;177487;ADAM23
NM_014265;chr8;+;24151579;24212726;23;ADAM28;61147;ADAM28
NM_001130705;chr4;+;175839508;175899331;3;ADAM29;59823;ADAM29
NM_021794;chr1;-;120436155;120439147;1;ADAM30;2992;ADAM30
NM_145004;chr8;+;38965049;39142436;25;ADAM32;177387;ADAM32
NM_001282447;chr20;-;3648619;3662778;22;ADAM33;14159;ADAM33
NR_024106;chr8;-;39308563;39380508;21;ADAM3A;71945;ADAM3A
NR_001448;chr8;+;39172181;39260375;15;ADAM5;88194;ADAM5
NR_002224;chr14;-;106435817;106438358;2;ADAM6;2541;ADAM6
NM_003817;chr8;+;24298508;24367077;22;ADAM7;68569;ADAM7
NM_001109;chr10;-;135075919;135090407;23;ADAM8;14488;ADAM8
NM_003816;chr8;+;38854504;38962779;22;ADAM9;108275;ADAM9
NM_014479;chr8;+;24241797;24263526;14;ADAMDEC1;21729;ADAMDEC1
NM_006988;chr21;-;28208605;28217728;9;ADAMTS1;9123;ADAMTS1
NM_030957;chr19;-;8645123;8675620;26;ADAMTS10;30497;ADAMTS10
NM_030955;chr5;-;33527286;33892124;24;ADAMTS12;364838;ADAMTS12
NR_024514;chr9;+;136279458;136324525;18;ADAMTS13;45067;ADAMTS13
NM_080722;chr10;+;72432558;72522195;22;ADAMTS14;89637;ADAMTS14
NM_139055;chr11;+;130318868;130346539;8;ADAMTS15;27671;ADAMTS15
NM_139056;chr5;+;5140442;5320412;23;ADAMTS16;179970;ADAMTS16
NM_139057;chr15;-;100511642;100882183;22;ADAMTS17;370541;ADAMTS17
NM_199355;chr16;-;77316024;77469011;23;ADAMTS18;152987;ADAMTS18
NM_133638;chr5;+;128796102;129074376;23;ADAMTS19;278274;ADAMTS19
NM_014244;chr5;-;178537851;178772431;22;ADAMTS2;234580;ADAMTS2
NM_025003;chr12;-;43748011;43945724;39;ADAMTS20;197713;ADAMTS20
NM_014243;chr4;-;73146685;73434516;22;ADAMTS3;287831;ADAMTS3
NM_005099;chr1;-;161159537;161168845;9;ADAMTS4;9308;ADAMTS4
NM_007038;chr21;-;28290230;28339439;8;ADAMTS5;49209;ADAMTS5
NM_197941;chr5;-;64444562;64777704;25;ADAMTS6;333142;ADAMTS6
NM_014272;chr15;-;79051544;79103773;24;ADAMTS7;52229;ADAMTS7
NR_045529;chr15;+;82882945;82924242;24;ADAMTS7P1;41297;ADAMTS7P1
NM_007037;chr11;-;130274817;130298539;9;ADAMTS8;23722;ADAMTS8
NM_182920;chr3;-;64501330;64673365;40;ADAMTS9;172035;ADAMTS9
NR_038264;chr3;+;64670545;64997143;6;ADAMTS9-AS2;326598;ADAMTS9-AS2
NM_001040272;chr9;+;18474078;18910947;29;ADAMTSL1;436869;ADAMTSL1
NM_001145320;chr9;+;136397285;136440641;19;ADAMTSL2;43356;ADAMTSL2
NM_207517;chr15;+;84322837;84708593;30;ADAMTSL3;385756;ADAMTSL3
NM_019032;chr1;+;150521844;150533412;19;ADAMTSL4;11568;ADAMTSL4
NR_104133;chr1;-;150533370;150547028;4;ADAMTSL4-AS1;13658;ADAMTSL4-AS1
NM_213604;chr19;-;1505016;1513188;12;ADAMTSL5;8172;ADAMTSL5
NM_001284308;chr7;-;937536;995043;11;ADAP1;57507;ADAP1
NM_018404;chr17;+;29248753;29286211;11;ADAP2;37458;ADAP2
NM_001025107;chr1;-;154554533;154600456;15;ADAR;45923;ADAR
NM_015834;chr21;+;46494492;46646478;13;ADARB1;151986;ADARB1
NM_018702;chr10;-;1223252;1779670;10;ADARB2;556418;ADARB2
NR_033387;chr10;+;1568824;1599179;2;ADARB2-AS1;30355;ADARB2-AS1
NM_012091;chr16;-;75632246;75657221;11;ADAT1;24975;ADAT1
NM_182503;chr6;-;143743968;143771841;6;ADAT2;27873;ADAT2
NM_138422;chr19;+;1905370;1913446;2;ADAT3;8076;ADAT3
NM_052998;chr1;+;33546713;33585995;12;ADC;39282;ADC
NM_001142545;chr14;+;78266425;78400297;10;ADCK1;133872;ADCK1
NM_052853;chr7;+;140372952;140394908;8;ADCK2;21956;ADCK2
NM_020247;chr1;+;227127937;227175246;15;ADCK3;47309;ADCK3
NM_024876;chr19;-;41197433;41222790;15;ADCK4;25357;ADCK4
NM_174922;chr8;+;145597703;145618453;15;ADCK5;20750;ADCK5
NM_021116;chr7;+;45614124;45762714;20;ADCY1;148590;ADCY1
NM_018417;chr1;-;167778624;167883453;33;ADCY10;104829;ADCY10
NR_026938;chr6;+;41068772;41108573;23;ADCY10P1;39801;ADCY10P1
NM_020546;chr5;+;7396342;7830194;25;ADCY2;433852;ADCY2
NM_004036;chr2;-;25042038;25142055;21;ADCY3;100017;ADCY3
NM_001198568;chr14;-;24787554;24804277;25;ADCY4;16723;ADCY4
NM_183357;chr3;-;123001142;123167392;21;ADCY5;166250;ADCY5
NM_020983;chr12;-;49159980;49182820;21;ADCY6;22840;ADCY6
NM_001286057;chr16;+;50300450;50344440;19;ADCY7;43990;ADCY7
NM_001115;chr8;-;131792546;132052835;18;ADCY8;260289;ADCY8
NM_001116;chr16;-;4012649;4166186;11;ADCY9;153537;ADCY9
NM_001099733;chr18;+;904943;912173;5;ADCYAP1;7230;ADCYAP1
NM_001118;chr7;+;31092075;31151093;16;ADCYAP1R1;59018;ADCYAP1R1
NM_014189;chr4;+;2845583;2931802;15;ADD1;86219;ADD1
NM_001617;chr2;-;70889215;70995375;16;ADD2;106160;ADD2
NM_019903;chr10;+;111765725;111895323;14;ADD3;129598;ADD3
NR_038943;chr10;-;111705316;111768139;5;ADD3-AS1;62823;ADD3-AS1
NM_024694;chr6;+;146920135;147136597;36;ADGB;216462;ADGB
NM_000667;chr4;-;100197522;100212185;9;ADH1A;14663;ADH1A
NM_000668;chr4;-;100227543;100242599;9;ADH1B;15056;ADH1B
NM_000669;chr4;-;100257648;100274202;9;ADH1C;16554;ADH1C
NM_000670;chr4;-;100044832;100065449;9;ADH4;20617;ADH4
NM_000671;chr4;-;99992129;100009939;9;ADH5;17810;ADH5
NM_001102470;chr4;-;100123794;100140403;9;ADH6;16609;ADH6
NM_000673;chr4;-;100333417;100356667;9;ADH7;23250;ADH7
NM_144650;chr8;+;67344717;67381044;14;ADHFE1;36327;ADHFE1
NM_018269;chr2;-;3501689;3523350;4;ADI1;21661;ADI1
NM_001018082;chr20;+;37209837;37217104;3;ADIG;7267;ADIG
NM_004797;chr3;+;186560462;186576252;3;ADIPOQ;15790;ADIPOQ
NR_046662;chr3;-;186569675;186573912;3;ADIPOQ-AS1;4237;ADIPOQ-AS1
NR_046083;chr1;-;202909959;202927700;9;ADIPOR1;17741;ADIPOR1
NM_024551;chr12;+;1800246;1897845;8;ADIPOR2;97599;ADIPOR2
NM_006829;chr10;+;88728187;88730666;3;ADIRF;2479;ADIRF
NM_006721;chr10;+;75910942;76469061;11;ADK;558119;ADK
NM_001124;chr11;+;10326641;10328923;4;ADM;2282;ADM
NM_024866;chr22;+;50919984;50924866;2;ADM2;4882;ADM2
NM_001101340;chr19;+;50191941;50194247;2;ADM5;2306;ADM5
NM_015339;chr20;-;49505454;49547527;5;ADNP;42073;ADNP
NM_014913;chr18;+;77866914;77898228;4;ADNP2;31314;ADNP2
NM_032804;chr10;+;64564515;64568239;1;ADO;3724;ADO
NM_000674;chr1;+;203096835;203136533;4;ADORA1;39698;ADORA1
NM_001278500;chr22;+;24819564;24838328;3;ADORA2A;18764;ADORA2A
NR_028484;chr22;-;24825177;24890783;7;ADORA2A-AS1;65606;ADORA2A-AS1
NM_000676;chr17;+;15848230;15879210;2;ADORA2B;30980;ADORA2B
NM_001081976;chr1;-;112025969;112106597;6;ADORA3;80628;ADORA3
NR_023319;chr15;-;73043707;73076126;5;ADPGK;32419;ADPGK
NR_040107;chr15;+;73075175;73090540;3;ADPGK-AS1;15365;ADPGK-AS1
NM_001125;chr3;+;119298522;119308792;5;ADPRH;10270;ADPRH
NM_138430;chr13;-;114076254;114107839;7;ADPRHL1;31585;ADPRHL1
NM_017825;chr1;+;36554452;36559533;6;ADPRHL2;5081;ADPRHL2
NM_020233;chr17;+;10600926;10614875;4;ADPRM;13949;ADPRM
NM_033303;chr8;-;26605666;26722922;3;ADRA1A;117256;ADRA1A
NM_000679;chr5;+;159343739;159400017;2;ADRA1B;56278;ADRA1B
NM_000678;chr20;-;4201277;4229659;2;ADRA1D;28382;ADRA1D
NM_000681;chr10;+;112836789;112840662;1;ADRA2A;3873;ADRA2A
NM_000682;chr2;-;96778622;96781888;1;ADRA2B;3266;ADRA2B
NM_000683;chr4;+;3768295;3770253;1;ADRA2C;1958;ADRA2C
NM_000684;chr10;+;115803805;115806667;1;ADRB1;2862;ADRB1
NM_000024;chr5;+;148206155;148208197;1;ADRB2;2042;ADRB2
NM_000025;chr8;-;37820513;37824184;2;ADRB3;3671;ADRB3
NM_001619;chr11;+;67033904;67054029;21;ADRBK1;20125;ADRBK1
NM_005160;chr22;+;25960860;26125258;21;ADRBK2;164398;ADRBK2
NM_001281438;chr20;+;60877951;60883918;9;ADRM1;5967;ADRM1
NM_000026;chr22;+;40742503;40762575;13;ADSL;20072;ADSL
NM_001126;chr1;-;244571793;244615436;13;ADSS;43643;ADSS
NM_152328;chr14;+;105190533;105213647;13;ADSSL1;23114;ADSSL1
NM_001143948;chr6;-;11713887;11779280;7;ADTRP;65393;ADTRP
NM_001129;chr7;+;44143959;44154164;21;AEBP1;10205;AEBP1
NM_153207;chr12;+;19592607;19675173;8;AEBP2;82566;AEBP2
NM_022767;chr15;+;89164526;89175512;4;AEN;10986;AEN
NM_198969;chr19;-;3052907;3062964;7;AES;10057;AES
NR_109962;chr21;-;40346354;40349700;3;AF064858.7;3346;AF064858.7
NM_001134647;chr4;-;7760439;7941653;18;AFAP1;181214;AFAP1
NR_026892;chr4;+;7755816;7780654;2;AFAP1-AS1;24838;AFAP1-AS1
NM_001146337;chr5;+;148651400;148721367;18;AFAP1L1;69967;AFAP1L1
NM_032550;chr10;-;116054582;116164537;19;AFAP1L2;109955;AFAP1L2
NM_001166693;chr4;+;87856153;88062206;21;AFF1;206053;AFF1
NM_002025;chrX;+;147582138;148082193;21;AFF2;500055;AFF2
NM_002285;chr2;-;100163715;100759037;24;AFF3;595322;AFF3
NM_014423;chr5;-;132211070;132299354;21;AFF4;88284;AFF4
NR_003228;chr16;+;90038987;90067195;13;AFG3L1P;28208;AFG3L1P
NM_006796;chr18;-;12328942;12377275;17;AFG3L2;48333;AFG3L2
NM_001133;chr4;+;74347461;74369718;15;AFM;22257;AFM
NM_001010982;chr17;+;76183397;76203782;11;AFMID;20385;AFMID
NM_001134;chr4;+;74301935;74321502;15;AFP;19567;AFP
NM_017657;chr2;+;64751438;64820138;9;AFTPH;68700;AFTPH
NM_001171988;chr4;-;178351928;178363657;9;AGA;11729;AGA
NM_014914;chr2;+;236402732;237040444;17;AGAP1;637712;AGAP1
NM_133447;chr10;+;88730497;88769960;12;AGAP11;39463;AGAP11
NM_014770;chr12;-;58118075;58135944;18;AGAP2;17869;AGAP2
NR_027032;chr12;+;58120022;58122139;2;AGAP2-AS1;2117;AGAP2-AS1
NM_001281300;chr7;+;150782917;150841523;16;AGAP3;58606;AGAP3
NM_133446;chr10;-;46321049;46342921;7;AGAP4;21872;AGAP4
NM_001144000;chr10;-;75434032;75457554;8;AGAP5;23522;AGAP5
NM_001077665;chr10;+;51748077;51770259;8;AGAP6;22182;AGAP6
NM_001077685;chr10;-;51464150;51486327;7;AGAP7;22177;AGAP7
NM_001276344;chr10;-;51224680;51246409;7;AGAP8;21729;AGAP8
NM_001190810;chr10;+;48215723;48237508;8;AGAP9;21785;AGAP9
NM_152336;chr15;+;86685241;87572283;24;AGBL1;887042;AGBL1
NR_046012;chr15;-;86840064;86860199;4;AGBL1-AS1;20135;AGBL1-AS1
NM_024783;chr11;-;47681142;47736928;19;AGBL2;55786;AGBL2
NM_178563;chr7;+;134671258;134820530;17;AGBL3;149272;AGBL3
NM_032785;chr1;-;48998526;50489626;14;AGBL4;1491100;AGBL4
NR_046839;chr1;-;49839872;49937757;4;AGBL4-IT1;97885;AGBL4-IT1
NR_104246;chr2;+;27274490;27293490;16;AGBL5;19000;AGBL5
NR_046730;chr2;-;27272550;27273132;2;AGBL5-AS1;582;AGBL5-AS1
NM_001136;chr6;-;32148744;32152099;11;AGER;3355;AGER
NM_001135189;chr2;+;228336887;228425938;12;AGFG1;89051;AGFG1
NM_006076;chr7;+;100136833;100165843;12;AGFG2;29010;AGFG2
NM_018046;chr5;+;76326209;76361058;14;AGGF1;34849;AGGF1
NM_018238;chr7;+;141251077;141354209;16;AGK;103132;AGK
NM_000642;chr1;+;100315639;100389579;34;AGL;73940;AGL
NM_024758;chr1;-;15898193;15911605;7;AGMAT;13412;AGMAT
NM_001004320;chr7;-;15239942;15601640;13;AGMO;361698;AGMO
NM_012199;chr1;+;36348809;36389899;19;AGO1;41090;AGO1
NM_001164623;chr8;-;141541263;141645646;18;AGO2;104383;AGO2
NM_024852;chr1;+;36396682;36522063;19;AGO3;125381;AGO3
NM_017629;chr1;+;36273827;36323490;18;AGO4;49663;AGO4
NM_032741;chr6;-;32135982;32145888;7;AGPAT1;9906;AGPAT1
NM_006412;chr9;-;139567594;139581911;6;AGPAT2;14317;AGPAT2
NM_020132;chr21;+;45285115;45407475;10;AGPAT3;122360;AGPAT3
NM_020133;chr6;-;161551056;161695107;9;AGPAT4;144051;AGPAT4
NR_024277;chr6;-;161581163;161583014;1;AGPAT4-IT1;1851;AGPAT4-IT1
NM_018361;chr8;+;6565877;6619021;8;AGPAT5;53144;AGPAT5
NM_178819;chr8;+;41435706;41482520;13;AGPAT6;46814;AGPAT6
NM_001256422;chr4;+;84457066;84527027;13;AGPAT9;69961;AGPAT9
NM_003659;chr2;+;178257470;178408564;20;AGPS;151094;AGPS
NM_006408;chr7;-;16832263;16844738;8;AGR2;12475;AGR2
NM_176813;chr7;-;16899029;16921613;8;AGR3;22584;AGR3
NM_198576;chr1;+;955502;991499;36;AGRN;35997;AGRN
NM_001138;chr16;-;67516473;67517716;4;AGRP;1243;AGRP
NM_000029;chr1;-;230838271;230850336;5;AGT;12065;AGT
NM_001286715;chr9;-;88161453;88356944;25;AGTPBP1;195491;AGTPBP1
NM_009585;chr3;+;148415657;148460790;2;AGTR1;45133;AGTR1
NM_000686;chrX;+;115301957;115306225;3;AGTR2;4268;AGTR2
NM_001040194;chr1;+;11796141;11810828;5;AGTRAP;14687;AGTRAP
NM_000030;chr2;+;241808161;241818536;11;AGXT;10375;AGXT
NM_031900;chr5;-;34998205;35048240;14;AGXT2;50035;AGXT2
NM_015446;chr1;-;247002401;247094726;36;AHCTF1;92325;AHCTF1
NR_077058;chr2;-;162355577;162364413;1;AHCTF1P1;8836;AHCTF1P1
NM_001161766;chr20;-;32868070;32899608;10;AHCY;31538;AHCY
NM_001242673;chr1;+;110527386;110566364;17;AHCYL1;38978;AHCYL1
NM_001130720;chr7;+;128864854;129070052;17;AHCYL2;205198;AHCYL2
NM_001029882;chr1;-;27860755;27930143;7;AHDC1;69388;AHDC1
NM_017651;chr6;-;135605109;135818903;28;AHI1;213794;AHI1
NM_024060;chr11;-;62201013;62314332;6;AHNAK;113319;AHNAK
NM_138420;chr14;-;105403590;105444694;7;AHNAK2;41104;AHNAK2
NM_001621;chr7;+;17338275;17385775;11;AHR;47500;AHR
NM_020731;chr5;+;304290;438405;12;AHRR;134115;AHRR
NM_012111;chr14;+;77924372;77935815;9;AHSA1;11443;AHSA1
NM_152392;chr2;+;61404554;61414686;6;AHSA2;10132;AHSA2
NM_001622;chr3;+;186330849;186339107;7;AHSG;8258;AHSG
NM_016633;chr16;+;31539202;31540124;3;AHSP;922;AHSP
NM_020661;chr12;-;8754761;8765442;5;AICDA;10681;AICDA
NM_022831;chr1;-;222841354;222885864;10;AIDA;44510;AIDA
NM_004847;chr6;+;31582993;31584798;3;AIF1;1805;AIF1
NR_033701;chr9;+;133971862;133998539;6;AIF1L;26677;AIF1L
NM_145812;chrX;-;129263337;129299861;16;AIFM1;36524;AIFM1
NM_001198696;chr10;-;71872022;71892690;9;AIFM2;20668;AIFM2
NM_001018060;chr22;+;21319417;21335649;20;AIFM3;16232;AIFM3
NM_001286587;chr6;+;143380499;143661480;7;AIG1;280981;AIG1
NM_001624;chr6;+;106959729;107018334;20;AIM1;58605;AIM1
NM_001039775;chr1;-;26648349;26680621;20;AIM1L;32272;AIM1L
NM_004833;chr1;-;159032274;159046647;6;AIM2;14373;AIM2
NM_001142415;chr4;+;107236766;107270381;7;AIMP1;33615;AIMP1
NM_006303;chr7;+;6048881;6063465;4;AIMP2;14584;AIMP2
NM_003977;chr11;+;67250504;67258579;6;AIP;8075;AIP
NM_001285400;chr17;-;6327056;6338519;6;AIPL1;11463;AIPL1
NM_000383;chr21;+;45705720;45718102;14;AIRE;12382;AIRE
NR_047514;chr6;-;160424322;160428696;1;AIRN;4374;AIRN
NM_018836;chr1;+;4715104;4843851;6;AJAP1;128747;AJAP1
NM_032876;chr14;-;23440382;23451851;8;AJUBA;11469;AJUBA
NM_000476;chr9;-;130628758;130640022;7;AK1;11264;AK1
NR_037591;chr1;-;33473540;33502512;8;AK2;28972;AK2
NM_001199853;chr9;-;4709556;4742043;5;AK3;32487;AK3
NM_203464;chr1;+;65613231;65697828;6;AK4;84597;AK4
NM_174858;chr1;+;77747661;78025654;14;AK5;277993;AK5
NM_001015891;chr5;-;68647552;68665840;5;AK6;18288;AK6
NM_152327;chr14;+;96858447;96955764;18;AK7;97317;AK7
NM_152572;chr9;-;135600964;135754198;13;AK8;153234;AK8
NM_001145128;chr6;-;109814058;110012415;41;AK9;198357;AK9
NM_003488;chr17;+;55162552;55198710;11;AKAP1;36158;AKAP1
NM_007202;chr17;-;19807764;19881169;15;AKAP10;73405;AKAP10
NM_016248;chr13;+;42846288;42897403;13;AKAP11;51115;AKAP11
NM_005100;chr6;+;151561133;151679694;5;AKAP12;118561;AKAP12
NM_007200;chr15;+;85923846;86292589;37;AKAP13;368743;AKAP13
NM_001008534;chrX;+;119029935;119054679;6;AKAP14;24744;AKAP14
NM_005088;chrX;+;1710485;1721411;5;AKAP17A;10926;AKAP17A
NM_001198656;chr9;+;112810877;112934791;5;AKAP2;123914;AKAP2
NM_006422;chr12;-;4724673;4758213;6;AKAP3;33540;AKAP3
NM_003886;chrX;-;49955410;49965664;6;AKAP4;10254;AKAP4
NM_004857;chr14;+;64932216;64941221;2;AKAP5;9005;AKAP5
NM_004274;chr14;+;32798478;33302268;14;AKAP6;503790;AKAP6
NM_016377;chr6;+;131456825;131604675;8;AKAP7;147850;AKAP7
NM_005858;chr19;-;15464331;15490612;14;AKAP8;26281;AKAP8
NM_014371;chr19;-;15490858;15529833;14;AKAP8L;38975;AKAP8L
NM_005751;chr7;+;91570188;91739987;50;AKAP9;169799;AKAP9
NM_020642;chr11;+;8932700;8941626;6;AKIP1;8926;AKIP1
NM_024595;chr1;+;39456915;39471737;5;AKIRIN1;14822;AKIRIN1
NM_018064;chr6;-;88384577;88411985;5;AKIRIN2;27408;AKIRIN2
NM_030767;chr9;-;117096432;117156685;22;AKNA;60253;AKNA
NR_049760;chr1;-;109358519;109400864;14;AKNAD1;42345;AKNAD1
NM_006066;chr1;+;46016454;46035723;10;AKR1A1;19269;AKR1A1
NM_001628;chr7;-;134127106;134143888;10;AKR1B1;16782;AKR1B1
NM_020299;chr7;+;134212343;134226166;10;AKR1B10;13823;AKR1B10
NM_001080538;chr7;+;134233848;134264592;12;AKR1B15;30744;AKR1B15
NM_001353;chr10;+;5005453;5020158;9;AKR1C1;14705;AKR1C1
NM_001354;chr10;-;5029967;5060225;11;AKR1C2;30258;AKR1C2
NM_001253908;chr10;+;5090957;5149878;9;AKR1C3;58921;AKR1C3
NM_001818;chr10;+;5238797;5260910;9;AKR1C4;22113;AKR1C4
NR_026743;chr10;-;4913858;4958465;11;AKR1C6P;44607;AKR1C6P
NR_027916;chr10;-;5196654;5227150;8;AKR1CL1;30496;AKR1CL1
NM_005989;chr7;+;137761177;137803050;9;AKR1D1;41873;AKR1D1
NR_073127;chr10;+;4868368;4890251;8;AKR1E2;21883;AKR1E2
NM_003689;chr1;-;19629201;19638640;7;AKR7A2;9439;AKR7A2
NR_002796;chr1;+;113465971;113467295;1;AKR7A2P1;1324;AKR7A2P1
NM_012067;chr1;-;19609056;19615280;7;AKR7A3;6224;AKR7A3
NR_040289;chr1;-;19592475;19600568;5;AKR7L;8093;AKR7L
NM_001014432;chr14;-;105235686;105262080;15;AKT1;26394;AKT1
NM_001278160;chr19;-;50372289;50381613;5;AKT1S1;9324;AKT1S1
NM_001243028;chr19;-;40736223;40791302;13;AKT2;55079;AKT2
NM_181690;chr1;-;243651534;244006584;14;AKT3;355050;AKT3
NM_001012398;chr16;-;53525191;53537170;10;AKTIP;11979;AKTIP
NR_109925;chr21;-;19933582;20132130;4;AL109763.2;198548;AL109763.2
